Trial,DTL 0,DTL 1,DTL 2,DTL 3,DTL 4,DTL 5,DTL 6,DTL 7,DTL 8,DTL 9,DTL 10,DTL 11,DTL 12,DTL 13,DTL 14,DTL 15,DTL 16,DTL 17,DTL 18,DTL 19,DTL 20,DTL 21,DTL 22,DTL 23,DTL 24,DTL 25
20,0.0680887005146109,0.0680887005146109,0.0680887005146109,0.0680887005146109,0.1011890708083786,0.1011890708083786,0.1011890708083786,0.1011890708083786,0.1769722100114457,0.1826486707686229,0.1826486707686229,0.1826486707686229,0.1826486707686229,0.1826486707686229,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.2230557967572697,0.2230557967572697,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
21,0.0628859706312278,0.0867877686529297,0.1000568620923056,0.1338784528988783,0.1338784528988783,0.1338784528988783,0.1419474115572368,0.1489572746160566,0.1489572746160566,0.1669536096699956,0.1669536096699956,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2308226160100936
22,0.0589416475838574,0.0662054625172094,0.0954009275261617,0.1630612757610642,0.1994548395145483,0.2042625723021851,0.2042625723021851,0.2042625723021851,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
23,0.1500565411676698,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
24,0.0294905696953991,0.091672400380074,0.0939821629676716,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697
25,0.1126386417449539,0.1253530629848094,0.1290901470576733,0.1290901470576733,0.1290901470576733,0.1290901470576733,0.1863310345108159,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
26,0.0582226429443824,0.0582226429443824,0.0697342605291645,0.0697342605291645,0.114867704467816,0.114867704467816,0.1647621069805538,0.1647621069805538,0.1647621069805538,0.1647621069805538,0.1647621069805538,0.1647621069805538,0.212514374592277,0.212514374592277,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
27,0.1781537848229372,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697,0.2230557967572697
28,0.0590132655574037,0.0624549153082417,0.0624549153082417,0.0624549153082417,0.0656567415616855,0.0656567415616855,0.131905882400643,0.131905882400643,0.131905882400643,0.131905882400643,0.131905882400643,0.1827671182815548,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.1863310345108159,0.2230557967572697,0.2230557967572697,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
29,0.1310812244711727,0.1555330173989707,0.1555330173989707,0.1555330173989707,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936,0.2308226160100936
