Experiments,Time,s1,s2,s3,s4,s5,volume,product,rf1,rf2,rf3,rf4,rf5,rf6,rf7,feed
Exp_1,130.0,0.00709198521612508,0.003180059342151022,0.00794671821637895,0.007480908862558058,0.013905320505622272,10.81607425839674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_2,0.0,0.010141862677885518,0.009294055561964387,0.009061565672063052,0.00949017246453908,0.010083971147700835,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07530364372469636
Exp_2,26.0,0.007659108280745774,0.006851060914031592,0.008047548490094125,0.007419381173524368,0.007952742208826852,8.62501683847904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05091497975708502
Exp_2,52.0,0.006504738805911657,0.005411671517764112,0.006856551840344525,0.006793010850325259,0.007442034935076861,9.703034757462424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03293927125506073
Exp_2,78.0,0.006917630491992093,0.004088372332312472,0.0064700101889067305,0.006322577085263943,0.008263576359307374,10.377895102947386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01962753036437247
Exp_2,104.0,0.006752039427390292,0.0034836567907198398,0.0067935421345883115,0.006871125145725852,0.01150138847249886,10.748222941344459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00923076923076923
Exp_2,130.0,0.007663873992175906,0.003033031195376152,0.007421845691601599,0.007541562101155345,0.01409916069683655,10.867104563812267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_3,0.0,0.009510971146957859,0.00982258777095259,0.010195792121175056,0.010088596164599494,0.00998501599647623,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.060728744939271266
Exp_3,26.0,0.0077844663029882945,0.007321121262386567,0.007885849190991875,0.006486443492262377,0.008054604312370595,8.25969299701343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037855870445344136
Exp_3,52.0,0.006785725216241328,0.005715870681511264,0.006873348771208478,0.0070944866024862715,0.007686579504092198,9.042047779961296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.023494736842105263
Exp_3,78.0,0.007296071594856492,0.004947691212375808,0.006719802931615383,0.006532801890224173,0.008514385512007519,9.527358599467968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.014497165991902839
Exp_3,104.0,0.0064232694613852595,0.004036868510847587,0.007036221026147503,0.0069604310854844255,0.010253616516332303,9.813678580064224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.007714979757085019
Exp_3,130.0,0.007147877581280638,0.0032914147769810996,0.007345347636450012,0.007892803106063736,0.012872622232455276,9.918777674063021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_4,0.0,0.009819180034067395,0.010478300965528006,0.009290637042982273,0.009567283864242423,0.009312656014488892,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058299595141700404
Exp_4,26.0,0.007373791593876285,0.007600213231551958,0.007335417071511627,0.008190365215567307,0.008200743960420372,8.065552247847927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02697327935222672
Exp_4,52.0,0.007099441765321123,0.00628550474349887,0.007093605135089968,0.0074896807165595524,0.00802690828450775,8.545043635011305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.012126315789473681
Exp_4,78.0,0.006998325495476484,0.005202349487904111,0.007162594135784573,0.0069590403595130084,0.00866783290454071,8.780158197305155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.007112550607287454
Exp_4,104.0,0.0064623841820837455,0.004647886823013733,0.007088959659191157,0.007111730240709643,0.008477282056268713,8.940279674886034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005285829959514169
Exp_4,130.0,0.006534600578424633,0.004092790044264064,0.008434571981846318,0.007513697478841415,0.010646647307622237,9.022980527411493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_5,0.0,0.011479312722946588,0.00999693501947721,0.009920377395373365,0.009939275662297988,0.009708231641646171,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.026720647773279354
Exp_5,26.0,0.008349451326466396,0.007611096042528983,0.008353297032753499,0.00811150960438275,0.008854446204268751,7.883361459096426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.038477732793522276
Exp_5,52.0,0.006879501828837743,0.00559770664435585,0.006464506018110582,0.007267108985543137,0.007437848712757958,8.881568325331513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03643724696356276
Exp_5,78.0,0.005830246299978922,0.0045639688898901866,0.00685031853551897,0.0058431932854343255,0.00760737568596757,9.704003903552463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02584615384615385
Exp_5,104.0,0.006107930206415952,0.0036650130663603074,0.006160954646290868,0.005879538148600559,0.009002419668897851,10.196808547224167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011951417004048582
Exp_5,130.0,0.006760982615832774,0.003271574334721617,0.006614048717162409,0.007371174188910242,0.010877329098459348,10.343310496974766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_6,0.0,0.010347893659569805,0.010937900273356818,0.010207847269946217,0.01008027221073986,0.010409880304805094,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.055870445344129556
Exp_6,26.0,0.008008029354185806,0.007079204560156504,0.007559904896399183,0.007979397741239494,0.008104256746059357,8.242613684373024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04034331983805668
Exp_6,52.0,0.007203647182624637,0.0055583630291350964,0.007141582044033807,0.006904752598582417,0.0077973514654392576,9.125696273553306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.028042105263157893
Exp_6,78.0,0.006855433172685964,0.00483976775327889,0.006277441730931786,0.006706433180178773,0.009033989344320455,9.719472882938602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.017917408906882593
Exp_6,104.0,0.00660745524772207,0.0038892717781686377,0.006594447125717269,0.006667656870873577,0.010278980777856361,10.066608685572776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.008919838056680162
Exp_6,130.0,0.006930813925186208,0.0031963645741125996,0.007370355820112563,0.0067599288456889756,0.01281349746125398,10.183141025497921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_7,0.0,0.010934363228419905,0.0097406480742305,0.009968800725708847,0.009948544692868665,0.009858685807796488,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.060728744939271266
Exp_7,26.0,0.007785224859312322,0.007594302841330314,0.008357957937116649,0.007150580629052656,0.00797676202000301,8.231139520869002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03599028340080972
Exp_7,52.0,0.006712202613225845,0.00614896362167723,0.006874024279520184,0.0062446580332730355,0.00799169732189524,8.959154342815532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.021395951417004046
Exp_7,78.0,0.006602754510645423,0.004902354222964146,0.00642781180225986,0.0072193426968879355,0.008422914197679463,9.39757162699142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01309797570850203
Exp_7,104.0,0.0066842506789970635,0.003948839212643351,0.006662549991615518,0.006376389278797625,0.009704390139269973,9.659934869552151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.007248582995951417
Exp_7,130.0,0.006876306186307166,0.003990259267425583,0.006905211239215281,0.006884256213868401,0.011870236032541186,9.760578178455388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_8,0.0,0.00951612780215026,0.010209783837947697,0.010103463759641631,0.008874232507006065,0.00970551472676466,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.024291497975708502
Exp_8,26.0,0.008499399538920288,0.00791525962889496,0.007696452761412202,0.008368772092419364,0.008221803330860644,7.774851402354662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0331919028340081
Exp_8,52.0,0.006975176619687732,0.006264174914682876,0.006670777258749021,0.007185494798543442,0.007351550677578071,8.633362200555244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03136518218623482
Exp_8,78.0,0.005909700666692904,0.004713751719177313,0.0064635406235598524,0.006423172057730624,0.007616326237904667,9.347291999002007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02265910931174089
Exp_8,104.0,0.006559855349382727,0.004165447711700693,0.006411917743402066,0.0066824588070189825,0.009497701607054177,9.787054901171723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.010921457489878543
Exp_8,130.0,0.006748965666824792,0.0035425506120964215,0.006601658169143115,0.0067412888879364976,0.010887490070593206,9.925320563248253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_9,0.0,0.00934541734284871,0.009995669766629207,0.010488406491234805,0.009124464825403815,0.009667071516490306,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.060728744939271266
Exp_9,26.0,0.007812941258349462,0.007792958329977543,0.0080579574960935,0.007957171534974388,0.008157173220092429,8.145478457672853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03039352226720648
Exp_9,52.0,0.007165545338209101,0.006363072194792078,0.00654186923850433,0.007293511655649585,0.008019204574560219,8.710470136600634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0150995951417004
Exp_9,78.0,0.006562230757024509,0.004476592505224724,0.006482667332456458,0.007370413116762911,0.008294548790890668,9.008364145099865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.008900404858299599
Exp_9,104.0,0.00642778010848031,0.004289374411464749,0.006872413164918213,0.006917132511088834,0.01042658549697736,9.19849552925438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005849392712550607
Exp_9,130.0,0.006927931769126437,0.003895194126916681,0.00725911620450758,0.00781695923141231,0.011582713582262334,9.28625648991782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_10,0.0,0.01015506126031326,0.010585227148680727,0.009724553397441429,0.00980068803763305,0.010055226554645285,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.029149797570850202
Exp_10,26.0,0.008508844340796896,0.007928981690786227,0.007692126364391013,0.008210927170899966,0.00913250236796521,7.762057135930651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02883886639676114
Exp_10,52.0,0.006988048791590616,0.006315881647641357,0.006736629472294933,0.006536333196045357,0.007602474367923078,8.466137319969567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.024719028340080974
Exp_10,78.0,0.006353932209869809,0.00515490138541714,0.006807706681314097,0.0070609475843380325,0.008041505765567182,9.024660298105596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.017839676113360327
Exp_10,104.0,0.006751738126918131,0.004319170666278877,0.0072957534790551075,0.005899834323394165,0.008651601327306994,9.379845804029635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.009250202429149798
Exp_10,130.0,0.007094836822717598,0.0037560354738041327,0.007687729946460272,0.007034276590018072,0.011170293388580832,9.500228867833544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_11,0.0,0.009709074895091565,0.009670219955863852,0.010375472298594842,0.008780769717977487,0.009346410905847858,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05344129554655871
Exp_11,26.0,0.007269722332758553,0.0072112600789792786,0.006720106253287088,0.008148567281537147,0.008332357514388806,8.33402041225146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0481165991902834
Exp_11,52.0,0.0072406043198853555,0.005837702622172492,0.007031509394866554,0.007352229602379162,0.007479377834930536,9.457758663479964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03766153846153846
Exp_11,78.0,0.005823554573957118,0.004346928142511176,0.006108206508729088,0.0062193206510292,0.007932806010572255,10.269947561458217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.024524696356275303
Exp_11,104.0,0.006741203084478188,0.0037395368689301053,0.006603442751087744,0.006639490618831359,0.010058113604782768,10.732333417720218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011154655870445344
Exp_11,130.0,0.007560147114963269,0.0031586375444509897,0.00728102924911511,0.007592405624894606,0.014077838565267087,10.870350476368769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_12,0.0,0.009933599412744014,0.010965425433524151,0.009797078312444323,0.009455745722255535,0.010284252103333938,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.060728744939271266
Exp_12,26.0,0.007609818506419439,0.007383798981583067,0.007760159644552835,0.0076707197559005924,0.0071693139478026455,8.45956971983882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.050914979757085026
Exp_12,52.0,0.0063058181573383805,0.005274942510155967,0.0065064662047516625,0.006410421818989512,0.007859985905259216,9.622481191995945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03818623481781376
Exp_12,78.0,0.0064939543187433335,0.004067745433571159,0.006563176877722131,0.006480569090162838,0.008675338353409693,10.435619756844925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.024291497975708502
Exp_12,104.0,0.006142812442993593,0.0036530645051878565,0.006648462045811075,0.006893072694562576,0.011302000137185768,10.891385269601965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01097975708502024
Exp_12,130.0,0.007977027731663595,0.003100152038474964,0.007415900655138672,0.007566909206388682,0.012928252727585621,11.027826685183097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_13,0.0,0.009206396786606185,0.00993815563357215,0.010444097270670439,0.009965188450639956,0.009952173627753351,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.014574898785425106
Exp_13,26.0,0.008132543308514357,0.00734698024224427,0.008831765318534602,0.007952176995616057,0.008999521926863924,7.598516045231038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02883886639676114
Exp_13,52.0,0.006906294864205648,0.006695530075575114,0.0073090273584603535,0.006967971349078463,0.007828304494948568,8.386700843666558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.029965991902834006
Exp_13,78.0,0.0058496482790853736,0.005113411585274529,0.007199677874078738,0.006820127998143502,0.007373992912156619,9.082363880006193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.022503643724696352
Exp_13,104.0,0.006389139861012065,0.004322330236637916,0.006903923450579057,0.006363796161456053,0.008497994811023405,9.521731404932309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.010999190283400809
Exp_13,130.0,0.007045035708636545,0.003765321739239827,0.007627755771925822,0.007071538494773674,0.010209720023203214,9.658715087408558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_14,0.0,0.010080146860548136,0.009603954024735508,0.010337292415618314,0.01007987434752796,0.009169762464618522,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.002429149797570853
Exp_14,26.0,0.00858599880622317,0.008842180248760179,0.009620140757634583,0.008413601130845225,0.008758562943629497,7.398995997054752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02479676113360324
Exp_14,52.0,0.007558571217069908,0.006636020085855448,0.00739949997745139,0.006863888810015405,0.007172700083783219,8.140028782070482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02979109311740891
Exp_14,78.0,0.0065581722660804686,0.004948856049856519,0.007032086699951824,0.006129357102604384,0.00763780901323312,8.84914293727943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02335870445344129
Exp_14,104.0,0.005988558584102147,0.004668590847983505,0.006683306897039933,0.006842981375762156,0.00773435340384302,9.307037674121535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011446153846153845
Exp_14,130.0,0.00653443294489275,0.00386236274633925,0.007173878727400285,0.007099414479691836,0.009986962954848543,9.448385042542586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_15,0.0,0.009810134836209931,0.010016203627201938,0.010473092948372693,0.010290794901430596,0.009882792544041065,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04129554655870445
Exp_15,26.0,0.007952275102673241,0.007382860973006015,0.007889096090667645,0.007838297567671137,0.008402241263562734,7.791600101055357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02168744939271255
Exp_15,52.0,0.007883820333308169,0.006254397776338778,0.007297664800837508,0.006496026924214773,0.00832085642329888,8.215940656201816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.012301214574898783
Exp_15,78.0,0.0062105798540576535,0.005243732432935425,0.007466132784726492,0.006120234453161152,0.008296132719300096,8.479728957199212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00858947368421053
Exp_15,104.0,0.006870315196780606,0.005109873730675865,0.006805030396700759,0.0065367625611757125,0.009688789831122322,8.67205959109177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00600485829959514
Exp_15,130.0,0.006748048675934629,0.004049751511641373,0.007292922213083232,0.006628807151048473,0.009843815467057843,8.762594275224691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_16,0.0,0.00992182013638535,0.010185762340899882,0.00992069739652075,0.008906457034680888,0.010023501222684321,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.031578947368421054
Exp_16,26.0,0.007333017122876119,0.007868961638275747,0.007688307133332231,0.007630807791408966,0.00823451876214137,8.043167501182923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04531821862348179
Exp_16,52.0,0.0067913503217659965,0.005673956616003423,0.007303561173602968,0.007186520761973799,0.008246106513495761,9.212289971287566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.042383805668016195
Exp_16,78.0,0.006084871025037202,0.004142976947773469,0.0066739269955352195,0.006052829852166112,0.008028469149169255,10.160220990832977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.029421862348178136
Exp_16,104.0,0.006525167653314976,0.0033806276161109784,0.006974497505365094,0.006610523790082593,0.009714252771970964,10.712852569780345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.013078542510121456
Exp_16,130.0,0.007330766542069042,0.003255464626603275,0.007222978435612407,0.006906702067650864,0.01199305700599616,10.868599938201397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_17,0.0,0.009936218918995035,0.009986270811655214,0.0099509542086032,0.009234743551322188,0.010537232570267754,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.031578947368421054
Exp_17,26.0,0.008376583392619444,0.007410737654159173,0.008412828227939977,0.008371778609870468,0.008364040169951212,7.900229189565017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03599028340080972
Exp_17,52.0,0.006481669353987839,0.0065014595052755335,0.007124895791132332,0.0067698055361493275,0.008047779351255798,8.797878583868558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.031889878542510124
Exp_17,78.0,0.006851299033472555,0.0047042967269229265,0.006779204894337599,0.007010165871813217,0.007596263232273099,9.513353519615853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.022425910931174086
Exp_17,104.0,0.006219454915679536,0.0039041516797229704,0.006607862766891633,0.006382620831631551,0.00938109942219816,9.947477670504872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01074655870445344
Exp_17,130.0,0.006621297798107062,0.0033900135465901545,0.007405722302132618,0.007032807976232163,0.012005701161263944,10.083033451294233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_18,0.0,0.01037369648077316,0.010136367368581398,0.010212667928464394,0.009884547974235913,0.011785789609013156,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.060728744939271266
Exp_18,26.0,0.007467599676122786,0.007249025573437266,0.00677856194594836,0.008068038808234671,0.007858273149372045,8.373906430375772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04531821862348179
Exp_18,52.0,0.006639727398909368,0.005444435142744316,0.006710755652814056,0.0065855906661767,0.007777364947181198,9.37367038614698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.031889878542510124
Exp_18,78.0,0.0063986578925693495,0.004467527196342266,0.006445441729095761,0.006842154258042861,0.008884725775015439,10.046263756246159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.020093927125506075
Exp_18,104.0,0.006959230434686624,0.00362918552492354,0.007177721655102946,0.007033142181551754,0.009927157664505972,10.429498572146288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.009580566801619431
Exp_18,130.0,0.00789502278664675,0.0031540014751103977,0.00680536845158766,0.00773053802504417,0.013042709887764571,10.552288278748613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_19,0.0,0.009037206554617825,0.00860276385084621,0.009480447808367804,0.00891529602079398,0.009982197257695086,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06558704453441296
Exp_19,26.0,0.0067618776438851625,0.006849323669875732,0.008603866799125278,0.0077705822400297225,0.008104182199101822,8.390986372231836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.042830769230769235
Exp_19,52.0,0.006177585434536983,0.005573555953214182,0.0068370513178090345,0.006201813012526979,0.007918258447048349,9.290013951084074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.027342510121457487
Exp_19,78.0,0.006898605715031988,0.00451737127038763,0.006542563361665532,0.005855300894136926,0.008006046199927416,9.854107300094453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01667368421052632
Exp_19,104.0,0.007100772747028579,0.003747426541711292,0.006547369948265996,0.006514022547727477,0.010213758592616726,10.176498349875253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.008375708502024291
Exp_19,130.0,0.006935497784997019,0.003392183281537254,0.007068315909011093,0.007658847532554592,0.01228210562041055,10.287704907791364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Exp_20,0.0,0.009999962236694691,0.009939416598355896,0.008995707265814688,0.009539676728693318,0.010084117171211717,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.046153846153846156
Exp_20,26.0,0.007357724730162666,0.008250095206539555,0.008506158138018898,0.007571646209424541,0.007855353386197514,7.865797678747523,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.022931174089068824
Exp_20,52.0,0.0074440793343420915,0.006701944065018334,0.008065391375340772,0.005996203500411217,0.0072529179955413536,8.298072184584035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01195141700404858
Exp_20,78.0,0.006540039116685412,0.005409960448943297,0.008031991875347852,0.005499925243179449,0.005497083831973397,8.547052814985362,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.007967611336032394
Exp_20,104.0,0.00577525635120835,0.0049191182707351375,0.008485340959806065,0.004823162018589799,0.005248490697610143,8.727195080140085,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.005732793522267205
Exp_20,130.0,0.00594578152609554,0.003985394866198839,0.010825028103068575,0.004709650125358245,0.004506281403961012,8.815158524637528,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Exp_21,0.0,0.009991304388884901,0.010724288292662223,0.01044610004256892,0.0098852866855281,0.009775166199168513,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06315789473684211
Exp_21,26.0,0.007387214526590003,0.007259467585682297,0.007532623462924567,0.007504996825305535,0.00721001746310607,8.45383191443395,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04873846153846154
Exp_21,52.0,0.005959744363326778,0.0053411148112051205,0.007548819372101165,0.0053354726219220616,0.005773098770757643,9.539126549653393,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03486315789473684
Exp_21,78.0,0.006254313989411843,0.0043893158325175275,0.008019037861741346,0.004094811556685332,0.004707725818141235,10.27454925538078,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02188178137651822
Exp_21,104.0,0.005071929221031086,0.003619828659856256,0.010368936557331915,0.0034576724555284424,0.004058622465165773,10.687834165639272,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01014412955465587
Exp_21,130.0,0.005742759987886904,0.0030207607366848897,0.014357390992119318,0.0030505870594491713,0.0039018129395838883,10.815854136552566,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Exp_22,0.0,0.010759314780182747,0.009826916425998899,0.009453682337746636,0.00958774971262319,0.010714331917219648,6.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07530364372469636
Exp_22,26.0,0.007283577202048196,0.006861579260770013,0.008161133960935154,0.007400206886152326,0.007026807360920534,8.625018237796619,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05091497975708502
