Experiments,r1,r2,r3,r4,r5,r6,r7,x1,x2,p
Exp_692,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_693,0.0,0.1,0.0,0.0,0.0,0.1,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_694,0.0,0.1,0.0,0.0,0.0,0.1,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_695,0.0,0.1,0.0,0.0,0.0,0.1,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_696,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_697,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_698,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_699,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_700,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.39473684210526316,0.0,0.0
Exp_701,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.21052631578947367,-0.1842105263157895,0.0003651461043349187
Exp_702,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.18421052631578946,-0.3157894736842105,0.00036497992638754825
Exp_703,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.07894736842105263,-0.15789473684210528,0.00013256650315902866
Exp_704,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.368421052631579,-0.13157894736842105,1.6027590246724365e-06
Exp_705,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.18421052631578946,0.2105263157894737,0.0001802167213558061
Exp_706,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.02631578947368418,-0.10526315789473684,0.00018793190066282567
Exp_707,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.13157894736842107,-0.15789473684210525,8.376956805286078e-05
Exp_708,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.05263157894736842,0.2368421052631579,0.00011632293441726404
Exp_709,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.2894736842105263,-0.15789473684210525,3.638602212019976e-05
Exp_710,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.10526315789473684,0.1842105263157895,6.929175860219736e-05
Exp_711,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2631578947368421,-0.0789473684210526,0.0003552563947532554
Exp_712,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.28947368421052627,-0.15789473684210525,0.00034263448637947134
Exp_713,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-2.7755575615628914e-17,0.3421052631578947,4.420798131566451e-05
Exp_714,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.026315789473684237,0.47368421052631576,2.545695261219065e-05
Exp_715,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_716,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.34210526315789475,0.15789473684210525,0.00036001444890373886
Exp_717,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0789473684210526,0.15789473684210525,0.0001566030656833508
Exp_718,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.13157894736842105,-0.15789473684210528,0.00027688825747354957
Exp_719,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.02631578947368418,-0.21052631578947367,0.00021084312924137357
Exp_720,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.39473684210526316,0.0,0.0
Exp_721,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_722,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_723,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_724,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_725,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_726,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_727,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_728,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_729,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_730,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_731,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_732,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_733,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_734,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_735,0.0,0.1,0.0,0.0,0.1,0.0,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_736,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_737,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_738,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_739,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_740,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.39473684210526316,0.0,0.0
Exp_741,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_742,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_743,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_744,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_745,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_746,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_747,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_748,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_749,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_750,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_751,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_752,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_753,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_754,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_755,0.0,0.1,0.0,0.0,0.1,0.1,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_756,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_757,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_758,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_759,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_760,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.39473684210526316,0.0,0.0
Exp_761,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_762,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_763,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_764,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_765,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_766,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_767,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_768,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_769,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_770,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_771,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_772,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_773,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_774,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_775,0.0,0.1,0.0,0.0,0.1,0.1,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_776,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_777,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_778,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_779,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_780,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.39473684210526316,0.0,0.0
Exp_781,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.21052631578947367,-0.1842105263157895,0.0003032029291700746
Exp_782,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.18421052631578946,-0.3157894736842105,0.00026465639159918656
Exp_783,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.07894736842105263,-0.15789473684210528,6.355018155814512e-05
Exp_784,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_785,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.18421052631578946,0.2105263157894737,0.0001354286439934564
Exp_786,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.02631578947368418,-0.10526315789473684,0.00012898756075396383
Exp_787,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.13157894736842107,-0.15789473684210525,4.8393583266456986e-05
Exp_788,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05263157894736842,0.2368421052631579,0.00010464283250183226
Exp_789,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.2894736842105263,-0.15789473684210525,3.842644052166786e-06
Exp_790,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.10526315789473684,0.1842105263157895,3.971218976172187e-05
Exp_791,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2631578947368421,-0.0789473684210526,0.0002061662929495256
Exp_792,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.28947368421052627,-0.15789473684210525,0.0003135699378929822
Exp_793,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-2.7755575615628914e-17,0.3421052631578947,2.1958044062529008e-05
Exp_794,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.026315789473684237,0.47368421052631576,7.1163043354722955e-06
Exp_795,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_796,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.34210526315789475,0.15789473684210525,0.0002949731194091617
Exp_797,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0789473684210526,0.15789473684210525,0.00011160070214901496
Exp_798,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.13157894736842105,-0.15789473684210528,0.0002018889650291179
Exp_799,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.02631578947368418,-0.21052631578947367,0.00014391376297697028
Exp_800,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.39473684210526316,0.0,0.0
Exp_801,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_802,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_803,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_804,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_805,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_806,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_807,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_808,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_809,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_810,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_811,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_812,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_813,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_814,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_815,0.0,0.1,0.0,0.1,0.0,0.0,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_816,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_817,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_818,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_819,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_820,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.39473684210526316,0.0,0.0
Exp_821,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_822,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_823,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_824,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_825,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_826,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_827,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_828,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_829,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_830,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_831,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_832,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_833,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_834,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_835,0.0,0.1,0.0,0.1,0.0,0.1,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_836,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.34210526315789475,0.15789473684210525,9.768466991373394e-06
Exp_837,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_838,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_839,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_840,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.39473684210526316,0.0,0.0
Exp_841,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_842,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_843,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_844,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_845,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_846,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_847,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_848,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_849,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_850,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_851,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_852,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_853,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_854,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_855,0.0,0.1,0.0,0.1,0.0,0.1,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_856,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_857,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_858,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_859,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_860,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.39473684210526316,0.0,0.0
Exp_861,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_862,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_863,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_864,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_865,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_866,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_867,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_868,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_869,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_870,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_871,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_872,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_873,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_874,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_875,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_876,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_877,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_878,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_879,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_880,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.39473684210526316,0.0,0.0
Exp_881,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_882,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_883,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_884,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_885,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_886,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_887,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_888,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_889,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_890,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_891,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_892,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_893,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_894,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_895,0.0,0.1,0.0,0.1,0.1,0.0,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_896,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_897,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_898,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_899,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_900,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.39473684210526316,0.0,0.0
Exp_901,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_902,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_903,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_904,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_905,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_906,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_907,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_908,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_909,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_910,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_911,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_912,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_913,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_914,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_915,0.0,0.1,0.0,0.1,0.1,0.1,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_916,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_917,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_918,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_919,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_920,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.39473684210526316,0.0,0.0
Exp_921,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_922,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_923,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_924,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_925,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_926,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_927,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_928,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_929,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_930,0.0,0.1,0.0,0.1,0.1,0.1,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_931,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_932,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.28947368421052627,-0.15789473684210525,0.0
