Experiments,r1,r2,r3,r4,r5,r6,r7,x1,x2,p
Exp_150,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_151,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_152,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_153,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_154,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_155,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_156,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_157,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_158,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_159,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_160,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.39473684210526316,0.0,0.0
Exp_161,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_162,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_163,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_164,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_165,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_166,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_167,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_168,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_169,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_170,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_171,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_172,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_173,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_174,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_175,0.0,0.0,0.0,0.1,0.0,0.0,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_176,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_177,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_178,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_179,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_180,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.39473684210526316,0.0,0.0
Exp_181,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_182,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_183,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_184,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_185,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_186,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_187,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_188,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_189,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_190,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_191,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_192,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_193,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_194,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_195,0.0,0.0,0.0,0.1,0.0,0.1,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_196,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_197,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_198,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_199,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_200,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.39473684210526316,0.0,0.0
Exp_201,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_202,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.18421052631578946,-0.3157894736842105,0.0
Exp_203,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.07894736842105263,-0.15789473684210528,0.0
Exp_204,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.368421052631579,-0.13157894736842105,0.0
Exp_205,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.18421052631578946,0.2105263157894737,0.0
Exp_206,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.02631578947368418,-0.10526315789473684,0.0
Exp_207,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.13157894736842107,-0.15789473684210525,0.0
Exp_208,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.05263157894736842,0.2368421052631579,0.0
Exp_209,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.2894736842105263,-0.15789473684210525,0.0
Exp_210,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.10526315789473684,0.1842105263157895,0.0
Exp_211,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2631578947368421,-0.0789473684210526,0.0
Exp_212,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.28947368421052627,-0.15789473684210525,0.0
Exp_213,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_214,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.026315789473684237,0.47368421052631576,0.0
Exp_215,0.0,0.0,0.0,0.1,0.0,0.1,0.1,-0.39473684210526316,0.05263157894736842,0.0
Exp_216,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.34210526315789475,0.15789473684210525,0.0
Exp_217,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0789473684210526,0.15789473684210525,0.0
Exp_218,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.13157894736842105,-0.15789473684210528,0.0
Exp_219,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.02631578947368418,-0.21052631578947367,0.0
Exp_220,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.39473684210526316,0.0,0.0
Exp_221,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.21052631578947367,-0.1842105263157895,0.0
Exp_222,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.18421052631578946,-0.3157894736842105,0.0
Exp_223,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.07894736842105263,-0.15789473684210528,0.0
Exp_224,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.368421052631579,-0.13157894736842105,0.0
Exp_225,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.18421052631578946,0.2105263157894737,0.0
Exp_226,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.02631578947368418,-0.10526315789473684,0.0
Exp_227,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.13157894736842107,-0.15789473684210525,0.0
Exp_228,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.05263157894736842,0.2368421052631579,0.0
Exp_229,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.2894736842105263,-0.15789473684210525,0.0
Exp_230,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.10526315789473684,0.1842105263157895,0.0
Exp_231,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2631578947368421,-0.0789473684210526,0.0
Exp_232,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.28947368421052627,-0.15789473684210525,0.0
Exp_233,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-2.7755575615628914e-17,0.3421052631578947,0.0
Exp_234,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.026315789473684237,0.47368421052631576,0.0
Exp_235,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.39473684210526316,0.05263157894736842,0.0
Exp_236,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.34210526315789475,0.15789473684210525,0.0
Exp_237,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0789473684210526,0.15789473684210525,0.0
Exp_238,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.13157894736842105,-0.15789473684210528,0.0
Exp_239,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.02631578947368418,-0.21052631578947367,0.0
Exp_240,0.0,0.0,0.0,0.1,0.1,0.0,0.1,-0.39473684210526316,0.0,0.0
Exp_241,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.21052631578947367,-0.1842105263157895,0.0
Exp_242,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18421052631578946,-0.3157894736842105,0.0
